,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside
1378,/html/body/document/type/sequence/filename/description/text/p[738],"(b)    Merger Sub was incorporated on June 17, 2021. Since its incorporation, Merger Sub has not engaged in any activity, other than such actions in connection with (a) its organization and (b) the preparation, negotiation and execution of this Agreement and the Transactions, including the Financing. Merger Sub has no operations, has not generated any revenues and has no liabilities other than those incurred in connection with the foregoing and in association with the Merger as provided in this Agreement.",1378,,,,,,,,,,,,1
Unnamed 178,/html/body/document/type/sequence/filename/description/text/div[46]/div[1]/div/div,41,1379,/html/body/document/type/sequence/filename/description/text/div[46]/div[1]/div/div,41,n,182.0,"[0.5777351645504016, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,184.0,0.5777351645504016,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0
Unnamed 179,/html/body/document/type/sequence/filename/description/text/p[741],Section 5.3,1380,/html/body/document/type/sequence/filename/description/text/p[741],Section 5.3,ssn,180.0,"[0.5793366157035501, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1.0,185.0,0.5793366157035501,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0
Unnamed 180,/html/body/document/type/sequence/filename/description/text/p[741]/u,Authority; Execution and Delivery; Enforceability,1381,/html/body/document/type/sequence/filename/description/text/p[741]/u,Authority; Execution and Delivery; Enforceability,sst,181.0,"[0.5793366157035501, 0.1292861111111111, 0.18834652777777777, 0.00038870173620108835]",1.0,186.0,0.5793366157035501,0.1292861111111111,0.18834652777777777,0.00038870173620108835,0
1382,/html/body/document/type/sequence/filename/description/text/p[741],.,1382,,,,,,,,,,,,1
1383,/html/body/document/type/sequence/filename/description/text/p[743],"(a)    The adoption, execution and delivery by Parent and Merger Sub of this Agreement and the Ancillary Agreements to which they are a party and the consummation by Parent and Merger Sub of the Transactions have been duly authorized by all necessary corporate action on the part of Parent and Merger Sub. Each of Parent and Merger Sub has duly executed and delivered this Agreement and the Ancillary Agreements to which they are a party, and, assuming due authorization, execution and delivery by the Company, this Agreement constitutes its legal, valid and binding obligation, enforceable against it in accordance with its terms (except insofar as such enforceability may be limited by bankruptcy, insolvency, reorganization, moratorium or other Laws of general applicability relating to or affecting creditors’ rights, or by principles governing the availability of equitable remedies, whether considered in a Proceeding at law or in equity).",1383,,,,,,,,,,,,1
1384,/html/body/document/type/sequence/filename/description/text/p[745],"(b)    The Parent Board, acting pursuant to written resolutions, (i) determined that this Agreement and the Transactions are fair to, and in the best interests of, Parent and Parent’s stockholders and (ii) adopted, approved and declared advisable this Agreement.",1384,,,,,,,,,,,,1
1385,/html/body/document/type/sequence/filename/description/text/p[747],(c)    No vote of holders of any class or series of capital stock of Parent is necessary to approve this Agreement or the consummation by Parent and Merger Sub of the Merger and the other Transactions.,1385,,,,,,,,,,,,1
1386,/html/body/document/type/sequence/filename/description/text/p[749],"(d)    The Merger Sub Board (i) determined that this Agreement and the Transactions are fair to, and in the best interests of, Parent, Merger Sub’s sole stockholder, (ii) adopted this Agreement and approved and declared advisable this Agreement and the Transactions and (iii) recommended that Parent, as the sole stockholder of Merger Sub, approve this Agreement and the Transactions. Parent, as the sole stockholder of Merger Sub, has executed and delivered a unanimous written consent of the sole stockholder of Merger Sub approving this Agreement and the Transactions, such approval to be effective immediately following the execution and delivery of this Agreement.",1386,,,,,,,,,,,,1
Unnamed 181,/html/body/document/type/sequence/filename/description/text/p[751],Section 5.4,1387,/html/body/document/type/sequence/filename/description/text/p[751],Section 5.4,ssn,224.0,"[0.5857631510754081, 0.07888472222222222, 0.04396701388888889, 0.00038870173620108835]",1.0,187.0,0.5857631510754081,0.07888472222222222,0.04396701388888889,0.00038870173620108835,0
Unnamed 182,/html/body/document/type/sequence/filename/description/text/p[751]/u,No Conflicts; Consents,1388,/html/body/document/type/sequence/filename/description/text/p[751]/u,No Conflicts; Consents,sst,225.0,"[0.5857631510754081, 0.12979583333333333, 0.08872083333333333, 0.00038870173620108835]",1.0,188.0,0.5857631510754081,0.12979583333333333,0.08872083333333333,0.00038870173620108835,0
1389,/html/body/document/type/sequence/filename/description/text/p[751],.,1389,,,,,,,,,,,,1
1390,/html/body/document/type/sequence/filename/description/text/p[753],"(a)    The execution and delivery by Parent and Merger Sub of this Agreement, do not, and the consummation of the Transactions and compliance with the terms hereof will not, conflict with, or result in any violation of, or default (with or without notice or lapse of time, or both) under, or give rise to a right of termination, cancelation or acceleration of any material obligation or to loss of a material benefit under, or result in the creation of any Lien upon any of the properties or assets of Parent or the Parent Subsidiaries under, any provision of (i) the Organizational Documents of Parent or any Parent Subsidiary, (ii) any Parent Permit or any Contract to which Parent or any Parent Subsidiary is a party or by which any of their respective properties or assets is bound or (iii) subject to the filings and other matters referred to in",1390,,,,,,,,,,,,1
1391,/html/body/document/type/sequence/filename/description/text/p[753]/u[1],Section,1391,,,,,,,,,,,,1
1392,/html/body/document/type/sequence/filename/description/text/p[753]/u[2],5.4(b),1392,,,,,,,,,,,,1
1393,/html/body/document/type/sequence/filename/description/text/p[753],and,1393,,,,,,,,,,,,1
1394,/html/body/document/type/sequence/filename/description/text/p[753]/u[3],Section,1394,,,,,,,,,,,,1
1395,/html/body/document/type/sequence/filename/description/text/p[753]/u[4],6.3(a),1395,,,,,,,,,,,,1
1396,/html/body/document/type/sequence/filename/description/text/p[753],", any Law applicable to Parent or the Parent Subsidiaries or their respective properties or assets, other than, in the case of",1396,,,,,,,,,,,,1
1397,/html/body/document/type/sequence/filename/description/text/p[753]/u[5],clauses (ii),1397,,,,,,,,,,,,1
1398,/html/body/document/type/sequence/filename/description/text/p[753],and,1398,,,,,,,,,,,,1
1399,/html/body/document/type/sequence/filename/description/text/p[753]/u[6],(iii),1399,,,,,,,,,,,,1
1400,/html/body/document/type/sequence/filename/description/text/p[753],"above, any such items that would not reasonably be expected to, individually or in the aggregate, have a Parent Material Adverse Effect.",1400,,,,,,,,,,,,1
Unnamed 183,/html/body/document/type/sequence/filename/description/text/div[47]/div[1]/div/div,42,1401,/html/body/document/type/sequence/filename/description/text/div[47]/div[1]/div/div,42,n,226.0,"[0.5889764187613371, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,189.0,0.5889764187613371,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0
1402,/html/body/document/type/sequence/filename/description/text/p[756],"(b)    No Consent of, or registration, declaration or filing with, or permit from, any Governmental Entity, is required to be obtained or made by or with respect to Parent or any Parent Subsidiary in connection with the execution, delivery and performance of this Agreement or the consummation of the Transactions, other than (i) compliance with and filings under the HSR Act and the Austrian Cartel Act 2005, (ii) the filing with the SEC of (A) the Proxy Statement, (B) the Schedule 13E-3, and (C) such reports under the Exchange Act and the Securities Act as may be required in connection with this Agreement or the Transactions, (iii) the filing of the Certificate of Merger with the Delaware Secretary and appropriate documents with the relevant authorities of the other jurisdictions in which Parent or Merger Sub is qualified to do business, and (iv) such other items that the failure of which to obtain or make would not reasonably be expected to, individually or in the aggregate, have a Parent Material Adverse Effect.",1402,,,,,,,,,,,,1
Unnamed 184,/html/body/document/type/sequence/filename/description/text/p[758],Section 5.5,1403,/html/body/document/type/sequence/filename/description/text/p[758],Section 5.5,ssn,227.0,"[0.5925861622181913, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1.0,190.0,0.5925861622181913,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0
Unnamed 185,/html/body/document/type/sequence/filename/description/text/p[758]/u,Financing,1404,/html/body/document/type/sequence/filename/description/text/p[758]/u,Financing,sst,228.0,"[0.5925861622181913, 0.12979583333333333, 0.039344583333333336, 0.00038870173620108835]",1.0,191.0,0.5925861622181913,0.12979583333333333,0.039344583333333336,0.00038870173620108835,0
