,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
1318,/html/body/document/type/sequence/filename/description/text/p[698],"(b)    To the Knowledge of the Company, (i) the use of the Company Intellectual Property by the Company and the Company Subsidiaries and the operation of the business of the Company and the Company Subsidiaries as presently conducted does not infringe upon or misappropriate any Intellectual Property of any other Person, (ii) there is no Proceeding pending or threatened challenging or seeking to deny or restrict the rights of the Company or Company Subsidiaries in the Company Intellectual Property or alleging that the use of the Company Intellectual Property in the operation of the business of the Company and the Company Subsidiaries as currently conducted infringes upon or misappropriates any Intellectual Property of any other Person, and (iii) no Person is infringing upon or misappropriating any Company Intellectual Property owned by the Company or any Company Subsidiary, in the case of each of",1318,,,,,,,,,,,,,
1319,/html/body/document/type/sequence/filename/description/text/p[698]/u[1],clauses (i),1319,,,,,,,,,,,,,
1320,/html/body/document/type/sequence/filename/description/text/p[698],through,1320,,,,,,,,,,,,,
1321,/html/body/document/type/sequence/filename/description/text/p[698]/u[2],(iii),1321,,,,,,,,,,,,,
1322,/html/body/document/type/sequence/filename/description/text/p[698],", except for such matters that would not reasonably be expected to, individually or in the aggregate, have a Company Material Adverse Effect.",1322,,,,,,,,,,,,,
1323,/html/body/document/type/sequence/filename/description/text/p[700],"(c)    Except as would not reasonably be expected to, individually or in the aggregate, have a Company Material Adverse Effect: (i) to the Knowledge of the Company, the Company and the Company Subsidiaries have not incorporated, used, or linked any open source software in or with or to the Company’s or the Company Subsidiaries’ proprietary software in a manner that requires that any of such proprietary software (other than such open source software) be disclosed or distributed in source code form; and (ii) except as stated in",1323,,,,,,,,,,,,,
1324,/html/body/document/type/sequence/filename/description/text/p[700]/u,Section 4.17(c),1324,,,,,,,,,,,,,
1325,/html/body/document/type/sequence/filename/description/text/p[700],"of the Company Disclosure Letter, the Company and the Company Subsidiaries have not delivered or made available, or agreed to deliver or make available, the source code for the Company’s and the Company Subsidiaries’ proprietary software to any Person, except to employees and contractors performing services on behalf of the Company pursuant to written Contracts containing an obligation to maintain the confidentiality of such source code and reasonably protecting the Company’s and Company Subsidiaries’ rights to such source code.",1325,,,,,,,,,,,,,
1326,/html/body/document/type/sequence/filename/description/text/div[43]/div[1]/div/div,38,1326,/html/body/document/type/sequence/filename/description/text/div[43]/div[1]/div/div,38,n,122,"[0.5440088105726872, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,157.0,0.5440088105726872,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.5440088105726872,1.0
1327,/html/body/document/type/sequence/filename/description/text/p[703],"(d)    Except as would not reasonably be expected to, individually or in the aggregate, have a Company Material Adverse Effect, (i) to the Knowledge of the Company the computers, systems and IT assets used by the Company and the Company Subsidiaries operate and perform in a manner that permits the Company and each Company Subsidiary to conduct its business as currently conducted, (ii) the Company and the Company Subsidiaries have taken commercially reasonable actions, consistent with industry standards, to protect the confidentiality, integrity and security of the computers, systems and IT assets used by the Company and the Company Subsidiaries (and the information stored thereon) against unauthorized use, access, interruption, modification, infection by malicious code or corruption, and to the Knowledge of the Company, no such unauthorized use, access, interruption, modification, infection or corruption has occurred, and (iii) no claims have been asserted or, to the Knowledge of the Company, threatened against the Company or any Company Subsidiary alleging any violation relating to privacy, data protection or the collection or processing of personal information or user information.",1327,,,,,,,,,,,,,
1328,/html/body/document/type/sequence/filename/description/text/p[705],Section 4.18,1328,/html/body/document/type/sequence/filename/description/text/p[705],Section 4.18,ssn,123,"[0.5480202124902824, 0.07888472222222222, 0.046614583333333334, 0.00038870173620108835]",1.0,158.0,0.5480202124902824,0.07888472222222222,0.046614583333333334,0.00038870173620108835,0.5480202124902824,1.0
1329,/html/body/document/type/sequence/filename/description/text/p[705]/u,Insurance,1329,/html/body/document/type/sequence/filename/description/text/p[705]/u,Insurance,sst,168,"[0.5480202124902824, 0.13607291666666665, 0.0382975, 0.00038870173620108835]",1.0,159.0,0.5480202124902824,0.13607291666666665,0.0382975,0.00038870173620108835,0.5480202124902824,1.0
1330,/html/body/document/type/sequence/filename/description/text/p[705],". The Company and the Company Subsidiaries maintain, or are entitled to the benefits of, insurance, underwritten by financially reputable insurance companies, in such amounts and against such risks substantially as is customary for the industries in which the Company and the Company Subsidiaries operate. Except as would not reasonably be expected to, individually or in the aggregate, have a Company Material Adverse Effect, (a) all material insurance policies maintained by or on behalf of the Company or the Company Subsidiaries as of the date of this Agreement are in full force and effect, and all premiums due on such policies have been paid and (b) the Company and the Company Subsidiaries are in compliance with the terms and provisions of all insurance policies maintained by or on behalf of the Company or the Company Subsidiaries as of the date of this Agreement, and neither the Company nor any Company Subsidiary is in breach or default under, or has taken any action that would permit termination or material modification of, any material insurance policies. As at the date of this Agreement, none of the limits for any such policy currently in force have been exhausted or materially reduced.",1330,,,,,,,,,,,,,
1331,/html/body/document/type/sequence/filename/description/text/p[707],Section 4.19,1331,/html/body/document/type/sequence/filename/description/text/p[707],Section 4.19,ssn,125,"[0.5504301632547292, 0.07888472222222222, 0.04658201388888889, 0.00038870173620108835]",1.0,160.0,0.5504301632547292,0.07888472222222222,0.04658201388888889,0.00038870173620108835,0.5504301632547292,1.0
1332,/html/body/document/type/sequence/filename/description/text/p[707]/u[1],Brokers and Other Advisors,1332,/html/body/document/type/sequence/filename/description/text/p[707]/u[1],Brokers and Other Advisors,sst,169,"[0.5504301632547292, 0.13591041666666667, 0.10681944444444444, 0.00038870173620108835]",1.0,161.0,0.5504301632547292,0.13591041666666667,0.10681944444444444,0.00038870173620108835,0.5504301632547292,1.0
1333,/html/body/document/type/sequence/filename/description/text/p[707],. Except for (i) Morgan Stanley & Co. LLC. (“,1333,,,,,,,,,,,,,
1334,/html/body/document/type/sequence/filename/description/text/p[707]/u[2],Morgan Stanley,1334,,,,,,,,,,,,,
1335,/html/body/document/type/sequence/filename/description/text/p[707],"”), which has been retained by the Special Committee, and (ii) Moelis & Company LLC, which has been retained by Pamela Lopker, the founder and President of the Company, there is no investment banker, broker, finder or other agent or intermediary that has been retained by or is authorized to act on behalf of the Company or any of the Company Subsidiaries, their respective Affiliates, or any of their respective executive officers or directors in their capacities as executive officers or directors, or who is entitled to any financial advisory, banking, broker’s, finder’s or similar fee or commission in connection with the Transactions, including the Merger.",1335,,,,,,,,,,,,,
1336,/html/body/document/type/sequence/filename/description/text/p[709],Section 4.20,1336,/html/body/document/type/sequence/filename/description/text/p[709],Section 4.20,ssn,128,"[0.5520367970976937, 0.07888472222222222, 0.04648979166666667, 0.00038870173620108835]",1.0,162.0,0.5520367970976937,0.07888472222222222,0.04648979166666667,0.00038870173620108835,0.5520367970976937,1.0
